,bias_bits,row,v_nodes,c_nodes,ts_size,sim_index,snr
2330,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[ 7 12 13 35 61 79 91 93],[ 0  2  7 12 22 23],"[8.0, 6.0]",11,5
2331,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[35 91 93],[ 0  2 12 19 22 28 32 45 47],"[3.0, 9.0]",12,5
2332,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[ 7 79],[22 28 32 47],"[2.0, 4.0]",13,5
2333,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[61 79],[ 0 13 22 23],"[2.0, 4.0]",14,5
2334,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[ 7 12 13 79],[ 7 13 19 28 32 45],"[4.0, 6.0]",15,5
2335,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[12 13 35 93],[ 0  2  7 13 22 28],"[4.0, 6.0]",16,5
2336,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[12 13 35 79 93],[ 2  7 13 28 47],"[5.0, 5.0]",17,5
2337,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[ 7 12 61 79 93],[ 2  7 13 19 22 23 32],"[5.0, 7.0]",18,5
2338,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[ 7 61 79],[13 22 23 28 32],"[3.0, 5.0]",19,5
2339,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[35 79 93],[ 2 19 22 28 45],"[3.0, 5.0]",20,5
2340,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[13 35 91],[ 0 12 13 19 32],"[3.0, 5.0]",21,5
2341,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[12 35 91 93],[ 0  2  7 12 22 28 32 45],"[4.0, 8.0]",22,5
2342,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[ 7 13 61 79],[23 28 32 45],"[4.0, 4.0]",23,5
2343,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[13 35 79],[13 19 47],"[3.0, 3.0]",24,5
2344,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[ 7 12 35 61 93],[ 2  7 13 23 32 45 47],"[5.0, 7.0]",25,5
2345,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[ 7 61 79 91 93],[ 2 12 13 23 47],"[5.0, 5.0]",26,5
2346,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[ 7 12 35 61 79 91 93],[ 0  2  7 12 13 23 45],"[7.0, 7.0]",27,5
2347,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[12 13 79],[ 0  7 13 19 45],"[3.0, 5.0]",28,5
2348,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[ 7 13 61 79 91],[12 22 23 28 45],"[5.0, 5.0]",29,5
2349,"[15.0, 30.0, 80.0]",80,[15 30 80],[ 0 16 40],"[3.0, 3.0]",0,5
2350,"[15.0, 30.0, 80.0]",80,[30],[12 16 41],"[1.0, 3.0]",2,5
2351,"[15.0, 30.0, 80.0]",80,[30],[12 16 41],"[1.0, 3.0]",3,5
2352,"[15.0, 30.0, 80.0]",80,[30 80],[ 0 12 16 24],"[2.0, 4.0]",4,5
2353,"[15.0, 30.0, 80.0]",80,[15 80],[ 0 12 40 41],"[2.0, 4.0]",5,5
2354,"[15.0, 30.0, 80.0]",80,[15],[12 24 40],"[1.0, 3.0]",6,5
2355,"[15.0, 30.0, 80.0]",80,[15],[12 24 40],"[1.0, 3.0]",7,5
2356,"[15.0, 30.0, 80.0]",80,[80],[ 0 24 41],"[1.0, 3.0]",8,5
2357,"[15.0, 30.0, 80.0]",80,[15 30 80],[ 0 16 40],"[3.0, 3.0]",9,5
2358,"[15.0, 30.0, 80.0]",80,[15 30],[16 24 40 41],"[2.0, 4.0]",10,5
2359,"[15.0, 30.0, 80.0]",80,[30 80],[ 0 12 16 24],"[2.0, 4.0]",12,5
2360,"[15.0, 30.0, 80.0]",80,[15 30 80],[ 0 16 40],"[3.0, 3.0]",14,5
2361,"[15.0, 30.0, 80.0]",80,[80],[ 0 24 41],"[1.0, 3.0]",15,5
2362,"[15.0, 30.0, 80.0]",80,[15],[12 24 40],"[1.0, 3.0]",16,5
2363,"[15.0, 30.0, 80.0]",80,[15 80],[ 0 12 40 41],"[2.0, 4.0]",17,5
2364,"[15.0, 30.0, 80.0]",80,[80],[ 0 24 41],"[1.0, 3.0]",20,5
2365,"[15.0, 30.0, 80.0]",80,[30 80],[ 0 12 16 24],"[2.0, 4.0]",21,5
2366,"[15.0, 30.0, 80.0]",80,[15 80],[ 0 12 40 41],"[2.0, 4.0]",23,5
2367,"[15.0, 30.0, 80.0]",80,[15],[12 24 40],"[1.0, 3.0]",25,5
2368,"[15.0, 30.0, 80.0]",80,[15 30],[16 24 40 41],"[2.0, 4.0]",26,5
2369,"[15.0, 30.0, 80.0]",80,[15],[12 24 40],"[1.0, 3.0]",28,5
2370,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 0  4 24 28 37 50 56 63 64 74],[ 2  9 18 23 26 28 29 30 35 45],"[10.0, 10.0]",0,5
2371,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 0 28 37 50 74 77],[ 5  6  9 14 23 29 35 38 39 45],"[6.0, 10.0]",1,5
2372,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 0 22 37 50 56 63 64 74 77 81],[ 5  9 26 30 34 35 45 46],"[10.0, 8.0]",2,5
2373,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 0  4 22 28 37 50 63 64 74],[ 9 18 21 23 26 28 34 35 38],"[9.0, 9.0]",3,5
2374,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 0 22 37 50 63 64],[ 5  8  9 14 26 28 34 38 39 46],"[6.0, 10.0]",4,5
2375,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[24 28 37 56 63 77],[ 2  6 21 23 28 30 39 46],"[6.0, 8.0]",5,5
2376,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 4 24 28 37 50 56 74 81],[ 2  5  6 14 18 23 28 30 35 39 45 46],"[8.0, 12.0]",6,5
2377,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 0  4 28 37 50 56 63 77],[ 6  8  9 14 18 23 29 30 39 45],"[8.0, 10.0]",7,5
2378,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 4 24 37 56 64],[ 2 18 26 30 39 45 46],"[5.0, 7.0]",8,5
2379,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 0  4 56 63 64 74 77 81],[ 5  6  8  9 18 21 26 28 29 30 35 38 39 45],"[8.0, 14.0]",9,5
2380,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 0  4 24 50 64 74 77],[ 2  6  9 18 26 29 35 39 46],"[7.0, 9.0]",10,5
2381,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 0 28 37 64],[ 5  9 21 23 26 29 38 39],"[4.0, 8.0]",11,5
2382,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 0  4 22 37],[ 6  9 18 21 34 38 39 46],"[4.0, 8.0]",12,5
2383,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[22 50 56 63 81],[ 5  8 14 28 29 30 34 38 46],"[5.0, 9.0]",13,5
2384,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 4 37 56 64 77 81],[18 26 28 30 45 46],"[6.0, 6.0]",14,5
2385,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 0 24 28 50 63 64 77],[ 2  6  8  9 14 23 26 29 46],"[7.0, 9.0]",15,5
2386,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 0 22 24 37 74 77],[ 2  6  8  9 21 28 34 35 38 39],"[6.0, 10.0]",16,5
2387,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 4 22 50 64],[ 6  8 18 26 28 29 34 46],"[4.0, 8.0]",17,5
2388,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 0  4 22 37 56 63 81],[ 5  6  9 18 21 30 34],"[7.0, 7.0]",18,5
2389,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 4 28 37 50 56 74 77],[ 5  6 14 18 23 30 35 45 46],"[7.0, 9.0]",19,5
2390,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 0  4 22 24 28 37 50 56 63 64],[ 2  8  9 14 18 21 23 26 28 30 34 45],"[10.0, 12.0]",20,5
2391,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 0 28 50 56 64 74 77],[ 5  6  9 21 23 26 29 30 35 38 45],"[7.0, 11.0]",21,5
2392,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 0  4 28 63 74],[ 8  9 14 18 23 29 35],"[5.0, 7.0]",22,5
2393,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[22 24 37 56 74],[ 2  6  8 21 29 30 34 35 45],"[5.0, 9.0]",23,5
2394,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 4 56 63 81],[ 5 14 18 30 38 39],"[4.0, 6.0]",24,5
2395,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 4 22 24 28 56 64 81],[ 2  5  6 18 23 26 29 30 34 38 39 45 46],"[7.0, 13.0]",25,5
2396,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 0  4 22 28 77],[ 5  9 14 18 23 28 34 45 46],"[5.0, 9.0]",26,5
2397,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 0 63 81],[ 5  9 14 29 46],"[3.0, 5.0]",27,5
2398,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 0  4 74 77],[ 8  9 18 21 28 29 35 39 45 46],"[4.0, 10.0]",28,5
2399,"[0.0, 4.0, 22.0, 24.0, 28.0, 37.0, 50.0, 56.0, 63.0, 64.0, 74.0, 77.0, 81.0]",81,[ 0 24 28 37 50 77 81],[ 2  5  6  8  9 21 23 29 38],"[7.0, 9.0]",29,5
2400,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[12 15 46 60 76],[ 1  3  7 19 24 29 33 41 47],"[5.0, 9.0]",0,5
2401,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[25 32 41 46 60 82],[ 1 11 12 14 19 20 23 29 40 47],"[6.0, 10.0]",1,5
2402,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[15 25 32 52 82],[ 7 11 12 19 20 23 24 29 33 40 41],"[5.0, 11.0]",2,5
2403,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[12 32 41 52 60 68 76 82],[ 3  4 12 14 19 29],"[8.0, 6.0]",3,5
2404,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[12 15 32 52],[ 7 12 19 23 24 29 33 40 41 47],"[4.0, 10.0]",4,5
2405,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[12 15 25 46 60 68],[ 1  4  7 11 20 23 24 29 33 47],"[6.0, 10.0]",5,5
2406,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[12 25 41 52 60 76 82],[ 3  7 11 12 14 29 33],"[7.0, 7.0]",6,5
2407,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[15 52 60 76],[ 3  7 24 29 33 40],"[4.0, 6.0]",7,5
2408,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[25 41],[11 14 19 20 40 47],"[2.0, 6.0]",8,5
2409,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[12 25 41 60],[ 7 11 12 14 33 40],"[4.0, 6.0]",9,5
2410,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[25 32 41 60 68 76 82],[ 3  4 11 12 14 19 40 41 47],"[7.0, 9.0]",10,5
2411,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[15 32 41 46 60 68 76 82],[ 1  3  4 14 24 29 41 47],"[8.0, 8.0]",11,5
2412,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[32 41 52 68 76 82],[ 3  4  7 14 20 29 33 47],"[6.0, 8.0]",12,5
2413,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[12 25 32 41 52 60 76 82],[ 3 11 12 14 23 29],"[8.0, 6.0]",13,5
2414,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[15 60 68],[ 4 20 23 24 33],"[3.0, 5.0]",14,5
2415,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[52 60],[ 7 12 20 29 33 41],"[2.0, 6.0]",15,5
2416,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[25 46 52 60 76],[ 1  3  7 11 12 19 33],"[5.0, 7.0]",16,5
2417,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[12 25 32 41 46 68 76 82],[ 1  3  4  7 11 14 20 29 33 41],"[8.0, 10.0]",17,5
2418,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[12 15 41 46 52 68 76],[ 1  3  4 12 14 19 23 24 40],"[7.0, 9.0]",18,5
2419,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[15 25 41 46 52 60 76 82],[ 1  3 11 14 19 24 33 47],"[8.0, 8.0]",19,5
2420,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[25 46],[ 1 11 19 29],"[2.0, 4.0]",20,5
2421,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[12 15 25 76 82],[ 3 11 12 24 40 41 47],"[5.0, 7.0]",21,5
2422,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[15 41 46 52 68 76],[ 1  3  4  7 12 14 23 24 40 47],"[6.0, 10.0]",22,5
2423,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[15 32 41 46 52 82],[ 1  7 12 14 23 24 33 40 41 47],"[6.0, 10.0]",23,5
2424,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[12 15 25 32 52 60 68 76 82],[ 3  4 11 20 24 29 47],"[9.0, 7.0]",24,5
2425,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[25 32 46 76],[ 1  3  7 11 19 20 23 29 33 41],"[4.0, 10.0]",25,5
2426,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[41 82],[ 7 14 40 47],"[2.0, 4.0]",26,5
2427,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[12 25 32 52 68 76],[ 3  4  7 11 20 29 33 47],"[6.0, 8.0]",27,5
2428,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[12 32 68 82],[ 4  7 19 20 33 47],"[4.0, 6.0]",28,5
2429,"[12.0, 15.0, 25.0, 32.0, 41.0, 46.0, 52.0, 60.0, 68.0, 76.0, 82.0]",82,[15 25 41 46 52 76],[ 1  3  7 11 12 14 19 24 40 47],"[6.0, 10.0]",29,5
2430,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[63],[ 5 21 46],"[1.0, 3.0]",0,5
2431,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[29 67 74 83],[ 8  9 17 21 26 27 35 38],"[4.0, 8.0]",1,5
2432,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[ 4 29 48 67 74],[14 17 18 21 26 27 38],"[5.0, 7.0]",2,5
2433,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[ 2 67],[ 9 15 17 27 38 46],"[2.0, 6.0]",3,5
2434,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[ 2 29 34 83],[ 8 15 18 26 42 46],"[4.0, 6.0]",4,5
2435,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[ 2  4 34 63 83],[ 5 14 15 21 38 42 46],"[5.0, 7.0]",5,5
2436,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[29 48 63 67 83],[ 5 21 26 27 35 38 46],"[5.0, 7.0]",6,5
2437,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[ 4 34],[ 8 14 42 46],"[2.0, 4.0]",7,5
2438,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[ 2 48 63 67 74],[ 5  8 15 27 38],"[5.0, 5.0]",8,5
2439,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[ 2 29],[ 8 15 17 26],"[2.0, 4.0]",9,5
2440,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[ 2 63],[ 5 15 17 21 38 46],"[2.0, 6.0]",10,5
2441,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[34 48 74 83],[ 8  9 18 21 42 46],"[4.0, 6.0]",11,5
2442,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[ 4 48 63 67 83],[ 5  8 14 18 21 27 35],"[5.0, 7.0]",12,5
2443,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[29 34 48 63 67 74 83],[ 5 18 26 27 38 42 46],"[7.0, 7.0]",13,5
2444,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[29 34 48 74],[ 8  9 17 18 21 26 38 42],"[4.0, 8.0]",14,5
2445,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[34 67 74 83],[ 8  9 17 18 21 27 35 42],"[4.0, 8.0]",15,5
2446,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[ 2 48 74],[ 8  9 15 21 38],"[3.0, 5.0]",16,5
2447,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[29 34 63],[ 5 18 21 26 38 42 46],"[3.0, 7.0]",17,5
2448,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[29 34 48 67],[17 18 26 27 35 38 42 46],"[4.0, 8.0]",18,5
2449,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[63 67],[ 5  9 21 27],"[2.0, 4.0]",19,5
2450,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[ 4 29 67 83],[ 9 14 17 18 26 27 38 46],"[4.0, 8.0]",20,5
2451,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[ 2  4 34 48 67 74 83],[ 8 14 15 17 21 27 38 42 46],"[7.0, 9.0]",21,5
2452,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[48 63 74],[ 5  8  9 17 46],"[3.0, 5.0]",22,5
2453,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[29 48 63 67 74],[ 5 17 26 27 38],"[5.0, 5.0]",23,5
2454,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[ 2  4 34 48 63 67],[ 5  8 14 15 21 27 35 38 42 46],"[6.0, 10.0]",24,5
2455,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[ 2  4 29 34 48 74],[ 8  9 14 15 21 26 42 46],"[6.0, 8.0]",25,5
2456,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[ 2  4 29 63 74 83],[ 5  8 14 15 18 26 35 46],"[6.0, 8.0]",26,5
2457,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[34 48 63 74],[ 5  9 17 18 42 46],"[4.0, 6.0]",27,5
2458,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[29 34 67],[ 9 18 26 27 38 42 46],"[3.0, 7.0]",28,5
2459,"[2.0, 4.0, 29.0, 34.0, 48.0, 63.0, 67.0, 74.0, 83.0]",83,[ 4 34 48],[ 8  9 14 17 35 42 46],"[3.0, 7.0]",29,5
2460,"[8.0, 14.0, 16.0, 28.0, 29.0, 33.0, 34.0, 36.0, 53.0, 64.0, 84.0]",84,[33 36 53 84],[11 13 24 27 35 41],"[4.0, 6.0]",0,5
2461,"[8.0, 14.0, 16.0, 28.0, 29.0, 33.0, 34.0, 36.0, 53.0, 64.0, 84.0]",84,[ 8 14 29 33 34 36],[ 3 13 18 24 26 27 36 38 41 42],"[6.0, 10.0]",1,5
2462,"[8.0, 14.0, 16.0, 28.0, 29.0, 33.0, 34.0, 36.0, 53.0, 64.0, 84.0]",84,[ 8 16 34 53],[ 3  8 11 13 18 26 27 31 35 42],"[4.0, 10.0]",2,5
2463,"[8.0, 14.0, 16.0, 28.0, 29.0, 33.0, 34.0, 36.0, 53.0, 64.0, 84.0]",84,[ 8 14 29 33 36 53 84],[ 3  5  8 11 13 24 36 38 41],"[7.0, 9.0]",3,5
2464,"[8.0, 14.0, 16.0, 28.0, 29.0, 33.0, 34.0, 36.0, 53.0, 64.0, 84.0]",84,[28 29 34 36 53 84],[11 13 18 23 26 27 38 39 41 42],"[6.0, 10.0]",4,5
2465,"[8.0, 14.0, 16.0, 28.0, 29.0, 33.0, 34.0, 36.0, 53.0, 64.0, 84.0]",84,[14 16 33 53 64],[ 6 11 13 24 26 31 35 36 39],"[5.0, 9.0]",5,5
2466,"[8.0, 14.0, 16.0, 28.0, 29.0, 33.0, 34.0, 36.0, 53.0, 64.0, 84.0]",84,[14 28 29 34 53 84],[ 5 11 18 23 36 38 39 42],"[6.0, 8.0]",6,5
2467,"[8.0, 14.0, 16.0, 28.0, 29.0, 33.0, 34.0, 36.0, 53.0, 64.0, 84.0]",84,[16 33 36 64 84],[ 6 24 26 31 35 39 41],"[5.0, 7.0]",7,5
2468,"[8.0, 14.0, 16.0, 28.0, 29.0, 33.0, 34.0, 36.0, 53.0, 64.0, 84.0]",84,[14 16 28 36],[23 26 27 31 36 39 41 42],"[4.0, 8.0]",8,5
2469,"[8.0, 14.0, 16.0, 28.0, 29.0, 33.0, 34.0, 36.0, 53.0, 64.0, 84.0]",84,[34],[ 8 18 42],"[1.0, 3.0]",9,5
2470,"[8.0, 14.0, 16.0, 28.0, 29.0, 33.0, 34.0, 36.0, 53.0, 64.0, 84.0]",84,[ 8 14 28 29 64],[ 3  6  8 23 26 27 35 36 38],"[5.0, 9.0]",10,5
2471,"[8.0, 14.0, 16.0, 28.0, 29.0, 33.0, 34.0, 36.0, 53.0, 64.0, 84.0]",84,[ 8 16 28 29],[ 3  5  8 13 23 31 35 38 39 42],"[4.0, 10.0]",11,5
2472,"[8.0, 14.0, 16.0, 28.0, 29.0, 33.0, 34.0, 36.0, 53.0, 64.0, 84.0]",84,[ 8 14 28 29],[ 3  8 23 27 35 36 38 39],"[4.0, 8.0]",12,5
