,bias_bits,row,v_nodes,c_nodes,ts_size,sim_index,snr
2174,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[33 48 50 74 81 83],[ 5  8  9 14 24 28 35 46],"[6.0, 8.0]",4,5
2175,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[ 8 33 48 74],[ 3  5  8  9 17 21 24 26],"[4.0, 8.0]",5,5
2176,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[33 37 63 74 83],[ 6 17 21 24 38],"[5.0, 5.0]",6,5
2177,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[33 37 50 81 83],[ 5  6 14 17 24 28 35 38 46],"[5.0, 9.0]",7,5
2178,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[ 8 37 74],[ 3  6  8 26 38],"[3.0, 5.0]",8,5
2179,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[33 37 48 63 74],[ 6  8  9 17 21 24 35 38 46],"[5.0, 9.0]",9,5
2180,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[37 48 81],[ 6  9 14 17 35 38 39],"[3.0, 7.0]",10,5
2181,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[29 50 74 81],[ 8 14 26 28 35 38],"[4.0, 6.0]",11,5
2182,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[29 83],[17 26 38 46],"[2.0, 4.0]",12,5
2183,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[29 33 37 48 50 63 74 81 83],[ 6  9 14 24 26 28 35],"[9.0, 7.0]",13,5
2184,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[29 74 83],[ 8 17 21 26 35 38 46],"[3.0, 7.0]",14,5
2185,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[33 48 50 63 81 83],[ 9 14 24 28],"[6.0, 4.0]",15,5
2186,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[ 8 48 50],[ 3  8  9 17 26 28 39],"[3.0, 7.0]",16,5
2187,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[33 48 50 83],[ 5  9 24 28 39 46],"[4.0, 6.0]",17,5
2188,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[ 8 33 48 63 81],[ 3  9 14 17 24 26 35 39 46],"[5.0, 9.0]",18,5
2189,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[ 8 63 81 83],[ 3  5  8 14 17 26 35 39],"[4.0, 8.0]",19,5
2190,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[37 74 81],[ 6  8 14 21 35 38 39],"[3.0, 7.0]",20,5
2191,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[37 48 81 83],[ 6  8  9 14 35 38 39 46],"[4.0, 8.0]",21,5
2192,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[29 48 63 74],[ 5  9 17 26 38 46],"[4.0, 6.0]",22,5
2193,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[ 8 29 33 37 63 74 83],[ 3  6  8 17 21 24 35],"[7.0, 7.0]",23,5
2194,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[ 8 48 50 63 74 81],[ 3  5  9 14 17 21 26 28 35 46],"[6.0, 10.0]",24,5
2195,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[29 63 74 81 83],[ 5  8 14 17 21 26 35 38 39],"[5.0, 9.0]",25,5
2196,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[ 8 50],[ 3  8 26 28 35 39],"[2.0, 6.0]",26,5
2197,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[ 8 29 33 63 74],[ 3 24 35 38 46],"[5.0, 5.0]",27,5
2198,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[ 8 37 50 74 83],[ 3  6  8 17 26 28 38 39 46],"[5.0, 9.0]",28,5
2199,"[8.0, 29.0, 33.0, 37.0, 48.0, 50.0, 63.0, 74.0, 81.0, 83.0]",74,[29 81 83],[14 17 21 26 38 39 46],"[3.0, 7.0]",29,5
2200,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[14 33 43 63 75 89],[ 2 15 21 24 35 36],"[6.0, 6.0]",0,5
2201,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[14 33 63],[ 5 21 24 27 35 36 46],"[3.0, 7.0]",1,5
2202,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[75],[ 5 16 44],"[1.0, 3.0]",2,5
2203,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[14 43 59 75],[24 27 36 46],"[4.0, 4.0]",3,5
2204,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[59 63 75 89],[ 2 15 16 21 24 27 44 46],"[4.0, 8.0]",4,5
2205,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[14 33 59 75 89],[ 2  5 15 16 35 36 44],"[5.0, 7.0]",5,5
2206,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[14 33 59 89],[ 2 15 35 36],"[4.0, 4.0]",6,5
2207,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[33 59 63 75],[ 2  5 16 21 35 46],"[4.0, 6.0]",7,5
2208,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[33 63 89],[15 21 24 27 35 44 46],"[3.0, 7.0]",8,5
2209,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[14 59],[ 2  5 24 27 36 44],"[2.0, 6.0]",9,5
2210,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[75],[ 5 16 44],"[1.0, 3.0]",10,5
2211,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[14 75],[16 27 36 44],"[2.0, 4.0]",11,5
2212,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[14 75 89],[15 16 36],"[3.0, 3.0]",12,5
2213,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[33 75 89],[15 16 24 27 35],"[3.0, 5.0]",13,5
2214,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[75 89],[ 5 15 16 27],"[2.0, 4.0]",14,5
2215,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[33 59 89],[ 2  5 15 27 35],"[3.0, 5.0]",15,5
2216,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[59 63 89],[ 2  5 15 21 24 27 46],"[3.0, 7.0]",16,5
2217,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[33 43 59 75 89],[15 27 35 44 46],"[5.0, 5.0]",17,5
2218,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[59 63 75 89],[ 2 15 16 21 24 27 44 46],"[4.0, 8.0]",18,5
2219,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[14 43 59 75],[24 27 36 46],"[4.0, 4.0]",19,5
2220,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[33 43 59 63 75],[ 5 21 35],"[5.0, 3.0]",20,5
2221,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[33 59],[ 2  5 35 44],"[2.0, 4.0]",21,5
2222,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[14 33 59 89],[ 2 15 35 36],"[4.0, 4.0]",22,5
2223,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[59],[ 2 24 44],"[1.0, 3.0]",23,5
2224,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[43 59 75 89],[ 5 15 24 27 44 46],"[4.0, 6.0]",24,5
2225,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[14 63 75 89],[ 5 15 16 21 36 46],"[4.0, 6.0]",25,5
2226,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[14 59],[ 2  5 24 27 36 44],"[2.0, 6.0]",26,5
2227,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[14 33 59 63 75],[ 2 16 21 27 35 36 46],"[5.0, 7.0]",27,5
2228,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[75],[ 5 16 44],"[1.0, 3.0]",28,5
2229,"[14.0, 33.0, 43.0, 59.0, 63.0, 75.0, 89.0]",75,[14 33 59 63 75],[ 2 16 21 27 35 36 46],"[5.0, 7.0]",29,5
2230,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[30 52 60 82],[16 29 33 40],"[4.0, 4.0]",0,5
2231,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[36 49 52 76],[ 7 13 20 22 26 29 41 43],"[4.0, 8.0]",1,5
2232,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[60 76],[ 3 12 33 41],"[2.0, 4.0]",2,5
2233,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[ 8 49 52 76 82],[ 3 22 26 29 35 40 43],"[5.0, 7.0]",3,5
2234,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[36 49 76 82],[ 7 13 22 26 40 43],"[4.0, 6.0]",4,5
2235,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[ 8 30 60 76],[16 26 33 35],"[4.0, 4.0]",5,5
2236,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[ 8 30 49 52 82],[12 16 20 22 26 29 35 40 43],"[5.0, 9.0]",6,5
2237,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[ 8 11 30 36 52 60 76],[ 6  7 13 16 20 29 33 35 43],"[7.0, 9.0]",7,5
2238,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[11 36 82],[ 6  7 13 26 40 41 43],"[3.0, 7.0]",8,5
2239,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[52],[ 7 29 41],"[1.0, 3.0]",9,5
2240,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[30 49],[ 3 12 16 22 41 43],"[2.0, 6.0]",10,5
2241,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[30 36 49 52 76 82],[12 13 16 22 26 29 40 43],"[6.0, 8.0]",11,5
2242,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[11 36],[ 6 13 20 26 41 43],"[2.0, 6.0]",12,5
2243,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[11 36 49 52],[ 3  6  7 13 20 22 26 29],"[4.0, 8.0]",13,5
2244,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[36 49 52],[ 3  7 13 22 26 29 43],"[3.0, 7.0]",14,5
2245,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[11 49 60],[ 3  6 12 22 33],"[3.0, 5.0]",15,5
2246,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[36 49 60],[ 3 12 13 20 22 26 33 41 43],"[3.0, 9.0]",16,5
2247,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[36 52 76 82],[ 3 13 26 29 40 41],"[4.0, 6.0]",17,5
2248,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[ 8 52],[ 3  7 26 29 35 41],"[2.0, 6.0]",18,5
2249,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[11 36 60 76],[ 3  6 12 13 20 26 33 43],"[4.0, 8.0]",19,5
2250,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[82],[ 7 20 40],"[1.0, 3.0]",20,5
2251,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[ 8 36 60],[ 3 12 13 20 33 35 41],"[3.0, 7.0]",21,5
2252,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[ 8 11 30 36 52 60 76],[ 6  7 13 16 20 29 33 35 43],"[7.0, 9.0]",22,5
2253,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[49 76 82],[ 7 22 40 41 43],"[3.0, 5.0]",23,5
2254,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[11 30 49 52 60 82],[ 3  6 16 20 22 29 33 40],"[6.0, 8.0]",24,5
2255,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[ 8 52 60 76],[ 7 12 26 29 33 35],"[4.0, 6.0]",25,5
2256,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[11 30 60 76 82],[ 3  6  7 16 33 40 43],"[5.0, 7.0]",26,5
2257,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[ 8 11 36 52 76 82],[ 6 13 20 29 35 40 41 43],"[6.0, 8.0]",27,5
2258,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[49 60 76],[12 22 33 41 43],"[3.0, 5.0]",28,5
2259,"[8.0, 11.0, 30.0, 36.0, 49.0, 52.0, 60.0, 76.0, 82.0]",76,[11 49 60 82],[ 3  6  7 12 20 22 33 40],"[4.0, 8.0]",29,5
2260,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[24 31 35 50 77 93],[ 0  8 10 14 19 21 39 43 45 47],"[6.0, 10.0]",0,5
2261,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[35 41 93],[ 0  2 14 19 20 28 45],"[3.0, 7.0]",1,5
2262,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[ 7 22 24 35 41 85 93],[10 19 20 21 32 34 45],"[7.0, 7.0]",2,5
2263,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[ 7 22 24 31 50 77 81 85],[ 0  2  8 14 32 34 43 45],"[8.0, 8.0]",3,5
2264,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[ 7 24 31 50 77 81 93],[ 0  8 10 28 32 43 47],"[7.0, 7.0]",4,5
2265,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[ 7 22 24 31 41 77 85],[ 0  2 14 20 21 28 32 34 43 45 47],"[7.0, 11.0]",5,5
2266,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[31 77 93],[ 2 10 14 28 43 45 47],"[3.0, 7.0]",6,5
2267,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[ 7 24 35 41 50 85],[ 2  8 10 14 19 20 21 29 32 39 45 47],"[6.0, 12.0]",7,5
2268,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[31 41 50],[ 8 10 14 20 39 43 47],"[3.0, 7.0]",8,5
2269,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[ 7 22 24 31 50 81 93],[ 0  8 10 29 32 34 43 45 47],"[7.0, 9.0]",9,5
2270,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[22 24 31 35 41 77 85],[ 0  2 14 19 20 21 34 43 47],"[7.0, 9.0]",10,5
2271,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[31 41 50 93],[ 2  8 10 14 20 28 39 43],"[4.0, 8.0]",11,5
2272,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[ 7 31 35 41 50 85],[ 8 14 19 20 28 29 32 39 43 47],"[6.0, 10.0]",12,5
2273,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[ 7 24 41 77 93],[ 0 20 21 28 32],"[5.0, 5.0]",13,5
2274,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[ 7 31 35 50 93],[ 2  8 10 19 32 39 43 45 47],"[5.0, 9.0]",14,5
2275,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[ 7 24 31 35 41 50 77 81 93],[ 8 10 14 19 20 28 32 43 45],"[9.0, 9.0]",15,5
2276,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[22 50 77 81 85],[ 8 10 14 21 34],"[5.0, 5.0]",16,5
2277,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[ 7 31 41 93],[ 0  2 10 14 20 28 32 43],"[4.0, 8.0]",17,5
2278,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[ 7 22 31 35 81 85],[19 21 32 34 39 43],"[6.0, 6.0]",18,5
2279,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[24 50 77 85],[ 2  8 10 14 21 29 39 45],"[4.0, 8.0]",19,5
2280,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[22 35 41 77 81 85 93],[ 0  2 10 19 20 21 34 39 45],"[7.0, 9.0]",20,5
2281,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[22 24 31],[ 2 10 14 21 28 29 34 43 45],"[3.0, 9.0]",21,5
2282,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[22 31 35 41 77 81 85 93],[ 0  2 19 20 21 28 34 39 43 45],"[8.0, 10.0]",22,5
2283,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[22 31 41 50 77 85 93],[ 2  8 14 20 34 39 43],"[7.0, 7.0]",23,5
2284,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[ 7 22 24 31 35 81 93],[10 19 28 29 32 34 39 43 47],"[7.0, 9.0]",24,5
2285,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[ 7 31 85 93],[ 0  2 28 29 32 43 45 47],"[4.0, 8.0]",25,5
2286,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[22 24 31 41 77 93],[10 14 20 21 28 29 34 43],"[6.0, 8.0]",26,5
2287,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[22 24 31 41 77 81 85 93],[20 28 34 39 43 45],"[8.0, 6.0]",27,5
2288,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[ 7 22 85],[ 0 10 14 28 32 34 45],"[3.0, 7.0]",28,5
2289,"[7.0, 22.0, 24.0, 31.0, 35.0, 41.0, 50.0, 77.0, 81.0, 85.0, 93.0]",77,[35 81],[ 0 14 19 21 39 45],"[2.0, 6.0]",29,5
2290,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[12 53 78],[11 19 25 27 47],"[3.0, 5.0]",0,5
2291,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[53 78 92],[ 7 27 43],"[3.0, 3.0]",1,5
2292,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[23 78],[ 7 15 42 47],"[2.0, 4.0]",2,5
2293,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[53 78],[ 7 11 25 27],"[2.0, 4.0]",3,5
2294,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[12 78],[19 25 42 47],"[2.0, 4.0]",4,5
2295,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[12 23],[ 7 15 19 25],"[2.0, 4.0]",5,5
2296,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[12 23 53 78 92],[15 19 25 27 43],"[5.0, 5.0]",6,5
2297,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[12 53 78],[11 19 25 27 47],"[3.0, 5.0]",7,5
2298,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[12 78 92],[11 19 42 43 47],"[3.0, 5.0]",8,5
2299,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[12 23 53 78],[11 15 19 27],"[4.0, 4.0]",9,5
2300,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[23],[15 25 47],"[1.0, 3.0]",10,5
2301,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[23 78],[ 7 15 42 47],"[2.0, 4.0]",11,5
2302,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[53 78 92],[ 7 27 43],"[3.0, 3.0]",12,5
2303,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[12],[ 7 19 47],"[1.0, 3.0]",13,5
2304,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[92],[11 25 43],"[1.0, 3.0]",14,5
2305,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[12 53 92],[ 7 19 25 27 42 43 47],"[3.0, 7.0]",15,5
2306,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[53 92],[25 27 42 43],"[2.0, 4.0]",16,5
2307,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[12 23 53 78 92],[15 19 25 27 43],"[5.0, 5.0]",17,5
2308,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[78],[ 7 25 42],"[1.0, 3.0]",18,5
2309,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[23 53],[11 15 25 27 42 47],"[2.0, 6.0]",19,5
2310,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[23 78],[ 7 15 42 47],"[2.0, 4.0]",20,5
2311,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[23 53 78 92],[ 7 15 25 27 43 47],"[4.0, 6.0]",21,5
2312,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[23 53 78 92],[ 7 15 25 27 43 47],"[4.0, 6.0]",22,5
2313,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[12 23 92],[ 7 11 15 19 43],"[3.0, 5.0]",23,5
2314,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[23 92],[11 15 43 47],"[2.0, 4.0]",24,5
2315,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[78 92],[ 7 11 42 43],"[2.0, 4.0]",25,5
2316,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[23 53 78 92],[ 7 15 25 27 43 47],"[4.0, 6.0]",26,5
2317,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[12 23 53 78],[11 15 19 27],"[4.0, 4.0]",27,5
2318,"[12.0, 23.0, 53.0, 78.0, 92.0]",78,[23 53 92],[15 27 42 43 47],"[3.0, 5.0]",29,5
2319,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[ 7 12 35 61 79 93],[ 0  2  7 13 22 23 32 45],"[6.0, 8.0]",0,5
2320,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[13 61 91],[12 23 32 45 47],"[3.0, 5.0]",1,5
2321,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[91],[12 22 32],"[1.0, 3.0]",2,5
2322,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[35 61 93],[ 0  2 13 19 23 28 45],"[3.0, 7.0]",3,5
2323,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[35 61],[ 0 13 19 23 45 47],"[2.0, 6.0]",4,5
2324,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[12 61 79 91],[ 0  7 12 13 19 23 32 47],"[4.0, 8.0]",5,5
2325,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[ 7 12 13 61 91 93],[ 0  2  7 12 19 23 45 47],"[6.0, 8.0]",6,5
2326,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[ 7 12 13 35 79 91],[ 0  7 12 13 22 28],"[6.0, 6.0]",7,5
2327,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[7],[ 0 28 32],"[1.0, 3.0]",8,5
2328,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[12 13 35],[ 0  7 13 22 47],"[3.0, 5.0]",9,5
2329,"[7.0, 12.0, 13.0, 35.0, 61.0, 79.0, 91.0, 93.0]",79,[35 79],[19 22 45 47],"[2.0, 4.0]",10,5
